hotel_name,url,locality,reviews,tripadvisor_rating,checkIn,checkOut,price_per_night,booking_provider,no_of_deals,hotel_features
Fairfield Inn Anaheim Resort,http://www.tripadvisor.com/Hotel_Review-g29092-d113856-Reviews-Fairfield_Inn_Anaheim_Resort-Anaheim_California.html,anaheim,,,2017/06/10,2017/06/15,$169,,,
